Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Dead,Injured,Affected
1992-0093-BEL,1992,93,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Belgium,BEL,Western Europe,Europe,0,0,0,0,0,No,No,0,6,Richter,51.153 ,5.798 ,0,0,1992,4,13,1992,4,13,0,0,0,0,0,0,0,100000,54.8846424128027,GREEN,GREEN,GREEN
1992-0256-CHN,1992,256,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,China,CHN,Eastern Asia,Asia,Lhasa prefecture (Tibet),0,0,0,0,No,No,0,7,Richter,29.41 ,91.10 ,0,0,1992,7,31,1992,7,31,0,0,16000,0,16000,0,0,3150,54.8846424128027,GREEN,GREEN,RED
1992-0067-CUB,1992,67,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Cuba,CUB,Caribbean,Americas,"Granma,Santiago de Cuba, Holguin, Las Tunas provinces",0,0,0,0,No,No,0,7,Richter,19.9 ,77.5 ,12:56,0,1992,5,25,1992,5,25,0,40,5829,0,5869,0,0,0,54.8846424128027,GREEN,BLUE,RED
1992-0093-DEU,1992,93,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Germany,DEU,Western Europe,Europe,"Heinsberg, Bonn, Koln (Western)",0,0,0,0,No,No,0,6,Richter,51.153Â° ,5.798Â° ,0,0,1992,4,13,1992,4,13,1,25,1500,0,1525,0,0,50000,54.8846424128027,GREEN,BLUE,RED
1992-0012-DZA,1992,12,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Algeria,DZA,Northern Africa,Africa,Ain-Defla,0,0,0,0,No,No,0,5,Richter,36.50 ,3.00 ,0,0,1992,1,19,1992,1,19,0,0,2250,0,2250,0,0,0,54.8846424128027,GREEN,GREEN,RED
1992-0149-EGY,1992,149,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Egypt,EGY,Northern Africa,Africa,Near Fayoum (Cairo),0,0,0,Yes,No,No,193704,6,Richter,29.888 ,31.223 ,0,0,1992,10,12,1992,10,12,552,9929,57700,25020,92649,0,0,1200000,54.8846424128027,RED,RED,RED
1992-0481-GEO,1992,481,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Georgia,GEO,Western Asia,Asia,Barisakho area,0,"Slide (land, mud, snow, rock)",0,0,No,No,0,7,Richter,42.503 ,45.073 ,23:20,0,1992,10,24,1992,10,24,1,10,0,0,10,0,0,0,54.8846424128027,GREEN,GREEN,GREEN
1992-0180-IRN,1992,180,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Lordegan-Aradal area,0,"Slide (land, mud, snow, rock)",0,0,No,No,0,5,Richter,31.726 ,50.778 ,0,0,1992,3,4,1992,3,4,5,50,0,4000,4050,0,0,0,54.8846424128027,GREEN,BLUE,RED
1992-0081-KGZ,1992,81,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Kyrgyzstan,KGZ,Central Asia,Asia,"Dshalal-Abad, Naryn, Talas regions (Near Kyrgyzstan/Chinese Border)",0,"Slide (land, mud, snow, rock)",0,Yes,No,No,721,8,Richter,42.142 ,73.575 ,0,0,1992,8,19,1992,8,19,54,100,54168,32538,86806,0,0,130000,54.8846424128027,ORANGE,YELLOW,RED
1992-0163-IDN,1992,163,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Sikka, East Flores, Ende, Ngada (Flores Isl.)",0,Tsunami/Tidal wave,0,Yes,No,No,5209,8,Richter,8.482 ,121.930 ,0,0,1992,12,12,1992,12,12,2500,2103,0,90000,92103,0,0,100000,54.8846424128027,RED,RED,RED
1992-0079-NIC,1992,79,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Nicaragua,NIC,Central America,Americas,"San Martin, San Juan Del Sur, Huehuete, Casares, La Boquita, Poneloya, Corinto, Masachapa, Pochomil",0,Tsunami/Tidal wave,0,0,No,No,10056,7,Richter,11.742 ,87.340 ,18:16,0,1992,9,1,1992,9,1,179,489,5690,0,6179,0,0,25000,54.8846424128027,RED,RED,RED
1992-0247-IDN,1992,247,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Indonesia,IDN,South-Eastern Asia,Asia,"Brebes area (Java, Sulawesi)",0,0,0,0,No,No,0,5,Richter,7.138 ,109.067 ,0,0,1992,2,4,1992,2,4,0,1,0,7500,7501,0,0,0,54.8846424128027,GREEN,GREEN,RED
1992-0252-JPN,1992,252,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Japan,JPN,Eastern Asia,Asia,Kanto area (Tokyo),0,0,0,0,No,No,0,6,Richter,35.106 ,139.644 ,0,0,1992,2,2,1992,2,2,0,32,0,0,32,0,0,0,54.8846424128027,GREEN,BLUE,GREEN
1992-0082-KGZ,1992,82,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Kyrgyzstan,KGZ,Central Asia,Asia,"Burgandi-Nookat (Osh, Djalalabad districts)",0,0,0,Yes,No,No,200,7,Richter,42.01 ,74.01 ,0,0,1992,5,22,1992,5,22,4,0,50000,0,50000,0,0,31000,54.8846424128027,GREEN,GREEN,RED
1992-0093-NLD,1992,93,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Netherlands (the),NLD,Western Europe,Europe,Roermond,0,0,0,0,No,No,0,6,Richter,51.153 ,5.798 ,0,0,1992,4,13,1992,4,13,0,20,0,0,20,0,0,0,54.8846424128027,GREEN,GREEN,GREEN
1992-0058-PAK,1992,58,Natural,Geophysical,Earthquake,Ground movement,0,0,Unknown,Pakistan,PAK,Southern Asia,Asia,Quetta,0,0,0,0,No,No,0,6,Richter,29.3 ,66.7 ,5:51,0,1992,8,28,1992,8,28,4,0,0,0,0,0,0,0,54.8846424128027,GREEN,GREEN,GREEN
1992-0202-PAK,1992,202,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Pakistan,PAK,Southern Asia,Asia,"Peshawar, Kohat districts",0,0,0,0,No,No,0,6,Richter,33.377 ,71.317 ,0,0,1992,5,20,1992,5,20,36,100,0,2000,2100,0,0,0,54.8846424128027,YELLOW,YELLOW,RED
1992-0022-TUR,1992,22,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Erzican province,0,"Slide (land, mud, snow, rock)",0,Yes,No,No,11213,7,Richter,39.710 ,39.605 ,20:19,0,1992,3,13,1992,3,13,653,3850,250000,95000,348850,0,10800,750000,54.8846424128027,RED,RED,RED
1992-0236-UZB,1992,236,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Uzbekistan,UZB,Central Asia,Asia,Andizhan oblast,0,"Slide (land, mud, snow, rock)",0,Yes,No,No,0,6,Richter,41.019 ,72.429 ,0,0,1992,5,15,1992,5,15,9,0,50000,0,50000,0,0,0,54.8846424128027,GREEN,GREEN,RED
1992-0120-USA,1992,120,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,United States of America (the),USA,Northern America,Americas,"Ferndale, Fortuna and Petrolia areas (North California)",0,0,0,0,No,No,0,7,Richter,40.415 ,124.603 ,0,0,1992,4,25,1992,4,25,0,94,0,0,94,0,5000,75000,54.8846424128027,GREEN,YELLOW,BLUE
1992-0215-USA,1992,215,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,United States of America (the),USA,Northern America,Americas,Landers California,0,0,0,0,No,No,0,7,Richter,34.00 ,118.15 ,0,0,1992,6,28,1992,6,28,1,300,0,0,300,0,40000,100000,54.8846424128027,GREEN,RED,ORANGE
1992-0554-USA,1992,554,Natural,Geophysical,Earthquake,Ground movement,0,0,SigDam,United States of America (the),USA,Northern America,Americas,South California,0,0,0,0,No,No,0,6,Richter,33.961,-116.32,21:50,0,1992,4,22,1992,4,22,0,32,0,0,32,0,10000,100000,54.8846424128027,GREEN,BLUE,GREEN
1992-0064-COD,1992,64,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Near Kabolo (Shaba province),0,0,0,0,No,No,0,7,Richter,6.087 ,26.651 ,0,0,1992,9,11,1992,9,11,9,61,0,250,311,0,0,0,54.8846424128027,GREEN,YELLOW,RED
1993-0108-CHN,1993,108,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,China,CHN,Eastern Asia,Asia,Yunnan province,0,0,0,0,No,No,0,6,Richter,23.027 ,101.062 ,04:32,0,1993,1,27,1993,1,27,0,66,107220,34860,142146,0,0,0,56.5046456390697,GREEN,YELLOW,RED
1993-0582-CHN,1993,582,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Shufu area,0,0,0,0,No,No,0,5,Richter,,,0,0,1993,11,30,1993,11,30,0,4,0,500,504,0,0,0,56.5046456390697,GREEN,GREEN,RED
1993-0490-COL,1993,490,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Colombia,COL,South America,Americas,"Arauca, Puerto Rondon, Puerto Colombia",0,0,0,0,No,No,0,6,Richter,6.47,-71.210,0,0,1993,7,22,1993,7,22,2,60,3011,0,3071,0,0,0,56.5046456390697,GREEN,YELLOW,RED
1993-0184-CRI,1993,184,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Costa Rica,CRI,Central America,Americas,"Cartago, Turrialba",0,0,0,0,No,No,0,4,Richter,9.59 ,84.04 ,0,0,1993,7,10,1993,7,10,3,40,200,0,240,0,0,0,56.5046456390697,GREEN,BLUE,ORANGE
1993-0044-JPN,1993,44,Natural,Geophysical,Earthquake,Tsunami,0,Tsunami,Kill,Japan,JPN,Eastern Asia,Asia,Okushiri Island (Hokkaido),0,Fire,Tsunami/Tidal wave,0,No,No,0,8,Richter,42.851 ,139.197 ,0,0,1993,7,12,1993,7,12,239,233,5502,1620,7355,0,16000,1000000,56.5046456390697,RED,RED,RED
1993-0049-GUM,1993,49,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Guam,GUM,Micronesia,Oceania,Tumon Bay area,0,"Slide (land, mud, snow, rock)",Tsunami/Tidal wave,0,No,No,0,8,Richter,12.982 ,144.801 ,18:34,0,1993,8,9,1993,8,9,0,71,0,0,71,0,50000,120000,56.5046456390697,GREEN,YELLOW,BLUE
1993-0097-JPN,1993,97,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Japan,JPN,Eastern Asia,Asia,Near Kushiro (Hokkaido),0,"Slide (land, mud, snow, rock)",0,0,No,No,0,8,Richter,43.300 ,143.691 ,0,0,1993,1,15,1993,1,15,2,722,9800,0,10522,0,0,358000,56.5046456390697,GREEN,RED,RED
1993-0144-PER,1993,144,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Peru,PER,South America,Americas,Lima region,0,"Slide (land, mud, snow, rock)",0,0,No,No,0,6,Richter,11.652 ,76.530 ,0,0,1993,4,18,1993,4,18,6,25,120,0,145,0,0,0,56.5046456390697,GREEN,BLUE,YELLOW
1993-0076-PNG,1993,76,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Papua New Guinea,PNG,Melanesia,Oceania,Goroka,0,"Slide (land, mud, snow, rock)",0,Yes,No,No,335,7,Richter,5.889 ,146.202 ,00:06,0,1993,10,13,1993,10,13,53,200,10000,10000,20200,0,0,5000,56.5046456390697,ORANGE,ORANGE,RED
1993-0136-GRC,1993,136,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Greece,GRC,Southern Europe,Europe,Pyrgos-Amalias area,0,0,0,0,No,No,0,5,Richter,37.589 ,21.391 ,0,0,1993,3,27,1993,3,27,1,16,1500,0,1516,0,0,0,56.5046456390697,GREEN,GREEN,RED
1993-0579-GRC,1993,579,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Greece,GRC,Southern Europe,Europe,Patras,0,0,0,0,No,No,0,5,Richter,38.224 ,21.756 ,0,0,1993,7,14,1993,7,14,0,5,600,0,605,0,0,0,56.5046456390697,GREEN,GREEN,RED
1993-0074-IND,1993,74,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,India,IND,Southern Asia,Asia,"Killari, Haegoan, Sostour, Holi (Latur and Osmanabad districts, Maharastra state)",0,0,0,Yes,No,No,16452,6,Richter,16.40 ,74.20 ,0,0,1993,9,29,1993,9,29,9748,30000,0,0,30000,0,0,280000,56.5046456390697,RED,RED,RED
1993-0581-IND,1993,581,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,India,IND,Southern Asia,Asia,Latur area,0,0,0,0,No,No,0,5,Richter,18.120 ,76.533 ,0,0,1993,11,12,1993,11,12,0,25,500,0,525,0,0,0,56.5046456390697,GREEN,BLUE,RED
1993-0035-IRN,1993,35,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Gachsaran-Dogonbadan,0,0,0,0,No,No,0,6,Richter,30.149 ,50.814 ,21:00,0,1993,6,22,1993,6,22,24,49,4000,0,4049,0,0,0,56.5046456390697,BLUE,BLUE,RED
1993-0578-IRN,1993,578,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Nehbandan area,0,0,0,0,No,No,0,5,Richter,32.104 ,60.088 ,0,0,1993,1,27,1993,1,27,0,3,0,1000,1003,0,0,0,56.5046456390697,GREEN,GREEN,RED
1993-0086-MEX,1993,86,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Mexico,MEX,Central America,Americas,Guerrero state,0,0,0,0,No,No,0,7,Richter,16.755 ,98.717 ,0,0,1993,10,24,1993,10,24,0,0,0,0,0,0,0,0,56.5046456390697,GREEN,GREEN,GREEN
1993-0580-NPL,1993,580,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Nepal,NPL,Southern Asia,Asia,Northwestern,0,0,0,0,No,No,0,5,Richter,28.723 ,82.280 ,0,0,1993,10,20,1993,10,20,0,55,230,0,285,0,0,0,56.5046456390697,GREEN,YELLOW,ORANGE
1993-0056-SDN,1993,56,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Sudan (the),SDN,Northern Africa,Africa,Khartoum,0,0,0,0,No,No,0,6,Richter,15.385 ,31.690 ,0,0,1993,8,1,1993,8,1,3,15,0,0,15,0,0,0,56.5046456390697,GREEN,GREEN,GREEN
1993-0480-USA,1993,480,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,United States of America (the),USA,Northern America,Americas,Klamath Falls (Oregon),0,0,0,0,No,No,0,6,Richter,42.314,-122.01,20:28,0,1993,9,21,1993,9,21,2,0,3000,0,3000,0,0,7500,56.5046456390697,GREEN,GREEN,RED
1993-0134-WLF,1993,134,Natural,Geophysical,Earthquake,Ground movement,0,0,SigDam,Wallis and Futuna,WLF,Polynesia,Oceania,Futuna Isl.,0,0,0,0,No,No,0,7,Richter,14.385 ,178.252 ,0,0,1993,3,13,1993,3,13,5,20,0,0,20,0,0,0,56.5046456390697,GREEN,GREEN,GREEN
1994-0058-BOL,1994,58,Natural,Geophysical,Earthquake,Ground movement,0,0,SigDis,Bolivia (Plurinational State of),BOL,South America,Americas,"Arequipa, Cuzco provinces",0,"Slide (land, mud, snow, rock)",0,0,No,No,0,8,Richter,13.841 ,67.553 ,20:33,0,1994,6,9,1994,6,9,5,0,0,0,0,0,0,0,57.9779742380726,GREEN,GREEN,GREEN
1994-0059-COL,1994,59,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Colombia,COL,South America,Americas,"Toez, Irlanda, Belalcazar, Mosoco, Monte Cruz, La Cruz, San Jose Cabuya (Cauca Department and Huila Department)",0,"Slide (land, mud, snow, rock)",0,Yes,Yes,No,4856,6,Richter,30.0 ,76.2 ,15:47,0,1994,6,6,1994,6,6,271,158,12461,24797,37416,0,0,2400,57.9779742380726,RED,ORANGE,RED
1994-0057-AFG,1994,57,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Afghanistan,AFG,Southern Asia,Asia,"Termez, Depth Shallow, Balkh and Jowzan Provinces, Mazar-I-Sharif District",0,0,0,0,No,No,50,6,Richter,37.0 ,67.0 ,16:31,0,1994,5,1,1994,5,1,160,330,100000,0,100330,0,0,0,57.9779742380726,RED,RED,RED
1994-0007-IDN,1994,7,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Liwa, Lampung Province (South Sumatra), Balikbukit, Belalau, Sumberjaya",0,"Slide (land, mud, snow, rock)",0,Yes,No,No,1458,7,Richter,4.967 ,104.302 ,00:08,0,1994,2,16,1994,2,16,207,1449,37620,10330,49399,0,0,170476,57.9779742380726,RED,RED,RED
1994-0041-IRN,1994,41,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Firuzabad, Meymand (Fars Province)",0,"Slide (land, mud, snow, rock)",0,0,No,No,0,6,Richter,29.096 ,52.617 ,07:20,0,1994,3,1,1994,3,1,3,31,15010,0,15041,0,0,0,57.9779742380726,GREEN,BLUE,RED
1994-0006-IDN,1994,6,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Indonesia,IDN,South-Eastern Asia,Asia,(1) Irian Jaya region(2) Halmahera,0,0,0,0,No,No,0,7,Richter,1.015 ,127.733 ,11:25,0,1994,1,21,1994,1,21,7,40,200000,0,200040,0,0,0,57.9779742380726,GREEN,BLUE,RED
1994-0040-IRN,1994,40,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Sefid Abeh (Sistan Region),0,0,0,0,No,No,0,6,Richter,30.853 ,60.596 ,15:30,0,1994,2,23,1994,2,23,9,0,1500,0,1500,0,0,1400,57.9779742380726,GREEN,GREEN,RED
1994-0002-USA,1994,2,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,United States of America (the),USA,Northern America,Americas,"Los Angeles, Ventura, Orange, San Bernardino Counties (California)",0,Fire,0,0,No,No,0,7,Richter,0.34 ,30.12 ,0,0,1994,1,17,1994,1,17,60,7000,0,20000,27000,0,10400000,30000000,57.9779742380726,ORANGE,RED,RED
1994-0051-UGA,1994,51,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Uganda,UGA,Eastern Africa,Africa,"Port Portal, Kabarole, Bund Ibugyo, Kases districts",0,"Slide (land, mud, snow, rock)",0,Yes,No,No,732,6,Richter,0.593 ,30.037 ,02:45,0,1994,2,6,1994,2,6,7,0,50000,0,50000,0,0,70000,57.9779742380726,GREEN,GREEN,RED
1994-0642-AUS,1994,642,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Australia,AUS,Australia and New Zealand,Oceania,"Cessnock, Hunter Valley",0,0,0,0,No,No,0,5,Richter,32.956 ,151.228 ,0,0,1994,8,6,1994,8,6,0,5,5000,20,5025,0,0,0,57.9779742380726,GREEN,GREEN,RED
1994-0307-CHN,1994,307,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,China,CHN,Eastern Asia,Asia,"Fujian, Guandong provinces (China) Peng-hu (Taiwan)",0,0,0,0,No,No,0,7,Richter,22.52 ,118.7 ,0,0,1994,9,15,1994,9,15,1,500,0,0,500,0,0,0,57.9779742380726,GREEN,RED,RED
1994-0600-CHN,1994,600,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,China,CHN,Eastern Asia,Asia,"Guangxi, Gungdong provinces",0,0,0,0,No,No,0,6,Richter,20.485 ,109.406 ,0,0,1994,12,31,1994,12,31,0,360,5500,0,5860,0,0,0,57.9779742380726,GREEN,RED,RED
1994-0767-CHN,1994,767,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Gonghe area (Qinghai),0,0,0,0,No,No,0,6,Richter,36.028 ,100.104 ,0,0,1994,1,3,1994,1,3,0,5,280,0,285,0,0,0,57.9779742380726,GREEN,GREEN,ORANGE
1994-0070-IRN,1994,70,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Shiraz (Fars province),0,"Slide (land, mud, snow, rock)",0,0,No,No,0,6,Richter,29.21 ,52.5 ,1:40,0,1994,6,20,1994,6,20,2,100,0,0,100,0,0,0,57.9779742380726,GREEN,YELLOW,BLUE
1994-0062-IDN,1994,62,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Purwoharjo, Sarongan, Tegaldlimo, Banyuwangi (South Java)",0,Tsunami/Tidal wave,0,0,No,No,266,7,Richter,10.20 ,13.2 ,0,0,1994,6,2,1994,6,2,239,440,8280,0,8720,0,0,2200,57.9779742380726,RED,RED,RED
1994-0513-IDN,1994,513,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Indonesia,IDN,South-Eastern Asia,Asia,North Maluku (Obi Isl.),0,Tsunami/Tidal wave,0,0,No,No,0,6,Richter,1.14 ,128.5 ,4:44,0,1994,10,9,1994,10,9,1,52,2385,0,2437,0,0,0,57.9779742380726,GREEN,YELLOW,RED
1994-0343-JPN,1994,343,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Japan,JPN,Eastern Asia,Asia,East coast of Hokaido Isl.,0,Tsunami/Tidal wave,0,0,No,No,0,8,Richter,45.10 ,147.51 ,0,0,1994,10,4,1994,10,4,5,1500,0,0,1500,0,11700,0,57.9779742380726,GREEN,RED,RED
1994-0342-RUS,1994,342,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Russian Federation (the),RUS,Eastern Europe,Europe,"Iturup, Kunashir, Shikotan, Kuril Isl.",0,Tsunami/Tidal wave,0,0,No,No,1270,8,Richter,45.10 ,147.51 ,22:22,0,1994,10,4,1994,10,4,11,242,0,2100,2342,0,0,0,57.9779742380726,BLUE,RED,RED
1994-0196-DZA,1994,196,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Algeria,DZA,Northern Africa,Africa,Mascara province,0,0,0,Yes,Yes,No,1778,6,Richter,35.52 ,00.12 ,2:13,0,1994,8,18,1994,8,18,171,289,12500,0,12789,0,0,0,57.9779742380726,RED,RED,RED
1994-0652-IDN,1994,652,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Indonesia,IDN,South-Eastern Asia,Asia,"Maluki, Irian Jaya, North Sumatra, Denpasar",0,0,0,0,No,No,0,6,Richter,2.001 ,135.931 ,0,0,1994,11,20,1994,11,20,0,28,39,0,67,0,0,0,57.9779742380726,GREEN,BLUE,BLUE
1994-0316-JPN,1994,316,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Japan,JPN,Eastern Asia,Asia,Hachinohe (North-East Honshu),0,0,0,0,No,No,0,8,Richter,40.5 ,143.4 ,0,0,1994,12,28,1994,12,28,2,285,0,0,285,0,0,170400,57.9779742380726,GREEN,RED,ORANGE
1994-0518-PHL,1994,518,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Mindoro, Luzon",0,0,0,Yes,No,No,0,7,Richter,13.352 ,121.087 ,03:15,0,1994,11,15,1994,11,15,81,171,266710,3985,270866,0,0,3700,57.9779742380726,ORANGE,ORANGE,RED
1994-0768-PHL,1994,768,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,Oro area (Mindanao),0,0,0,0,No,No,0,6,Richter,7.972 ,123.189 ,0,0,1994,5,13,1994,5,13,0,3,215,0,218,0,0,0,57.9779742380726,GREEN,GREEN,ORANGE
1994-0599-USA,1994,599,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,United States of America (the),USA,Northern America,Americas,Eureka,0,0,0,0,No,No,0,5,Richter,34.17 ,118.27 ,0,0,1994,12,26,1994,12,26,0,0,225,0,225,0,0,2100,57.9779742380726,GREEN,GREEN,ORANGE
1994-0076-VUT,1994,76,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Vanuatu,VUT,Melanesia,Oceania,Malakula Isl.,0,0,0,0,No,Yes,0,7,Richter,40.49 ,124.10 ,13:30,0,1994,8,13,1994,8,13,0,0,0,0,0,0,0,0,57.9779742380726,GREEN,GREEN,GREEN
1995-0015-COL,1995,15,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Colombia,COL,South America,Americas,"Boyaca Province, Casanare Department",0,"Slide (land, mud, snow, rock)",0,0,No,No,0,7,Richter,4.9 ,73.1 ,10:05,0,1995,1,19,1995,1,19,7,35,2560,250,2845,0,0,0,59.6044948945252,GREEN,BLUE,RED
1995-0171-CHL,1995,171,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Chile,CHL,South America,Americas,"Antofagasta, Arica, Iquique, Tocopilla, Calama, Chuquicamasta, Antofagasta, Taltal, Diego de Almagro, Chanaral, Caldera, Copiapo, Vallenar, La serena",0,0,0,0,No,No,0,8,Richter,23.34 ,70.36 ,1:11,0,1995,7,30,1995,7,30,3,58,1200,575,1833,0,0,1660,59.6044948945252,GREEN,YELLOW,RED
1995-0148-CHN,1995,148,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Lancang-Menglian-Ximeng area (Yunnan province),0,0,0,0,No,No,0,7,Richter,21.966 ,99.196 ,04:47,0,1995,7,12,1995,7,12,11,136,1000000,0,1000136,0,0,36100,59.6044948945252,BLUE,ORANGE,RED
1995-0261-CHN,1995,261,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Yunnan province,0,0,0,0,No,No,0,6,Richter,25.9 ,102.2 ,6:47,0,1995,10,24,1995,10,24,46,297,0,20000,20297,0,0,80000,59.6044948945252,YELLOW,RED,RED
1995-0457-CHN,1995,457,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Ganzu,0,0,0,0,No,No,0,6,Richter,36.443 ,103.105 ,0,0,1995,7,21,1995,7,21,14,60,0,5000,5060,0,0,0,59.6044948945252,BLUE,YELLOW,RED
1995-0030-COL,1995,30,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Colombia,COL,South America,Americas,Pereira,0,0,0,0,No,No,20,6,Richter,4.1 ,76.6 ,13:40,0,1995,2,8,1995,2,8,40,230,11867,3000,15097,0,0,0,59.6044948945252,YELLOW,RED,RED
1995-0054-COL,1995,54,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Colombia,COL,South America,Americas,Pasto area,0,0,0,0,No,No,0,5,Richter,1.12 ,77.17 ,18:23,0,1995,3,4,1995,3,4,8,4,255,0,259,0,0,0,59.6044948945252,GREEN,GREEN,ORANGE
1995-0034-CYP,1995,34,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Cyprus,CYP,Western Asia,Asia,"Paphos, Nicosia areas",0,0,0,0,No,No,0,6,Richter,35.1 ,32.3 ,0:03,0,1995,2,23,1995,2,23,2,5,1710,150,1865,0,0,4340,59.6044948945252,GREEN,GREEN,RED
1995-0084-IDN,1995,84,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Dili, Maliana, Mauraba (East Timor)",0,"Slide (land, mud, snow, rock)",Tsunami/Tidal wave,0,No,No,0,7,Richter,40.1 ,21.6 ,19:33,0,1995,5,14,1995,5,14,15,26,150,0,176,0,0,0,59.6044948945252,BLUE,BLUE,YELLOW
